product_id,shop_id,nama_produk,url_produk,harga_listing,harga_detail,harga_awal,harga_diskon,harga_varian_min,harga_varian_max,harga_berbeda_per_varian,punya_varian,jumlah_varian_sku,jumlah_varian_sku_terverifikasi,jumlah_varian_placeholder,terjual_listing,terjual_detail,rating_listing,rating_detail,jumlah_ulasan,stok_tersedia_public,review_bintang_1,review_bintang_2,review_bintang_3,review_bintang_4,review_bintang_5,kondisi,kategori,kategori_breadcrumb,etalase,berat,satuan_berat,minimal_pemesanan,deskripsi,detail_produk_lengkap,jumlah_bagian_detail,detail_produk_json,foto_utama_url,jumlah_foto,semua_foto_url_json,foto_utama_lokal,detail_items_json,variant_axes_json,detail_varian_json,halaman_listing,sumber_discovery,sumber_detail,diambil_pada,status,error
103726663896,7494627384206133002,Kicau Mania Kunci Gantung Kucing Lucu dengan Desain Kreatif dan Warna Cerah untuk Penggemar Kucing dan Aksesori Unik,https://www.tokopedia.com/niuvastudio/kicau-mania-kunci-gantung-kucing-lucu-dengan-desain-kreatif-dan-warna-cerah-untuk-penggemar-kucing-dan-aksesori-unik-1737002078292313866,30000,30000,0,,,,False,False,0,0,0,,0,,,0,50,0,0,0,0,0,Baru,Gantungan Kunci,Perlengkapan Pesta > Hadiah > Gantungan Kunci,Semua Etalase,0.05,KILOGRAM,1 Buah,"NIUVA STUDIO – Jasa 3D print custom
Niuva Inovasi Utama – Niuva Studio merupakan mitra strategis inovasi dan pengembangan produk. Kami menghadirkan solusi kreatif berbasis riset dari konsultasi untuk menciptakan nilai tambah dan keunggulan yang nyata. Salah satu bentuknya adalah produk Merchandise lucu berbasis 3D print!

*** DETAIL PRODUK ***

Material: PLA, Multicolor Print
Size: 8 cm

*** WAKTU PRODUKSI ***

Estimasi penyelesaian mengikuti durasi printing dan kondisi antrian produksi.
~2–3 hari

*** TERMS & CONDITION ***

- Refund tidak akan diterima apabila tidak ada video unboxing

*** NOTE ***

- Ketika menerima paket, mohon rekam proses saat membuka paket","NIUVA STUDIO – Jasa 3D print custom
Niuva Inovasi Utama – Niuva Studio merupakan mitra strategis inovasi dan pengembangan produk. Kami menghadirkan solusi kreatif berbasis riset dari konsultasi untuk menciptakan nilai tambah dan keunggulan yang nyata. Salah satu bentuknya adalah produk Merchandise lucu berbasis 3D print!

*** DETAIL PRODUK ***

Material: PLA, Multicolor Print
Size: 8 cm

*** WAKTU PRODUKSI ***

Estimasi penyelesaian mengikuti durasi printing dan kondisi antrian produksi.
~2–3 hari

*** TERMS & CONDITION ***

- Refund tidak akan diterima apabila tidak ada video unboxing

*** NOTE ***

- Ketika menerima paket, mohon rekam proses saat membuka paket",5,"[{""section_no"": 1, ""title"": ""DESKRIPSI UMUM"", ""text"": ""NIUVA STUDIO – Jasa 3D print custom\nNiuva Inovasi Utama – Niuva Studio merupakan mitra strategis inovasi dan pengembangan produk. Kami menghadirkan solusi kreatif berbasis riset dari konsultasi untuk menciptakan nilai tambah dan keunggulan yang nyata. Salah satu bentuknya adalah produk Merchandise lucu berbasis 3D print!"", ""lines"": [""NIUVA STUDIO – Jasa 3D print custom"", ""Niuva Inovasi Utama – Niuva Studio merupakan mitra strategis inovasi dan pengembangan produk. Kami menghadirkan solusi kreatif berbasis riset dari konsultasi untuk menciptakan nilai tambah dan keunggulan yang nyata. Salah satu bentuknya adalah produk Merchandise lucu berbasis 3D print!""], ""bullets"": []}, {""section_no"": 2, ""title"": ""DETAIL PRODUK"", ""text"": ""Material: PLA, Multicolor Print\nSize: 8 cm"", ""lines"": [""Material: PLA, Multicolor Print"", ""Size: 8 cm""], ""bullets"": []}, {""section_no"": 3, ""title"": ""WAKTU PRODUKSI"", ""text"": ""Estimasi penyelesaian mengikuti durasi printing dan kondisi antrian produksi.\n~2–3 hari"", ""lines"": [""Estimasi penyelesaian mengikuti durasi printing dan kondisi antrian produksi."", ""~2–3 hari""], ""bullets"": []}, {""section_no"": 4, ""title"": ""TERMS & CONDITION"", ""text"": ""- Refund tidak akan diterima apabila tidak ada video unboxing"", ""lines"": [""- Refund tidak akan diterima apabila tidak ada video unboxing""], ""bullets"": [""Refund tidak akan diterima apabila tidak ada video unboxing""]}, {""section_no"": 5, ""title"": ""NOTE"", ""text"": ""- Ketika menerima paket, mohon rekam proses saat membuka paket"", ""lines"": [""- Ketika menerima paket, mohon rekam proses saat membuka paket""], ""bullets"": [""Ketika menerima paket, mohon rekam proses saat membuka paket""]}]",https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/73ea006d34cf4944bcbf7040035b2ab1~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1789646002&x-signature=4UISL%2FYJboBGuHt6v1SbO9Ryzwk%3D&x-signature-webp=Jo2zBlT%2BgGlMuyjqqgYIkNt3UyA%3D,2,"[""https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/73ea006d34cf4944bcbf7040035b2ab1~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1789646002&x-signature=4UISL%2FYJboBGuHt6v1SbO9Ryzwk%3D&x-signature-webp=Jo2zBlT%2BgGlMuyjqqgYIkNt3UyA%3D"", ""https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/eb84e3e85b4f43c5b279ae90d270f4c0~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1789646002&x-signature=XsGpxpSDGKqY5l2EYJZ7b2Qgeik%3D&x-signature-webp=usEfoIBSW4MdqQdPseXbIMLLmow%3D""]",Niuva_Product_Images\103726663896\gallery_001.jpg,"[{""title"": ""Kondisi"", ""value"": ""Baru""}, {""title"": ""Pemesanan Minimum"", ""value"": ""1 Buah""}, {""title"": ""Kategori"", ""value"": ""Gantungan Kunci""}, {""title"": ""Etalase"", ""value"": ""Semua Etalase""}]",[],[],1,apollo_cache,apollo_cache,2026-09-17T15:53:19+07:00,OK,
